regex,rat,redos,rescue,revealer,saferegex,k
"(\w+),\s+(\w+)\s+ (\((\w+)\)\s+)? (\w+),\s+(\w+)[^\d]+ (\d+)\s+(\w+)",0,1,0,0,0,1
(\w+)\s+\1,0,1,0,0,0,1
(\w+?@\w+?\x2E.+),0,1,0,0,0,1
(\w+[\.\_\-]*)*\w+@[\w]+(.)*\w+$,1,1,1,1,1,5
"(\w[-._\w]*\w@\w[-._\w]*\w\.\w{2,3})",0,1,0,0,1,2
(\{\\\\f\d*)\\\\([^;]+;),0,0,0,0,1,1
"(^(((\d)|(\d\d)|(\d\d\d))(\xA0|\x20))*((\d)|(\d\d)|(\d\d\d))([,.]\d*)?$)",0,0,0,0,1,1
(^([0-9]*[.][0-9]*[1-9]+[0-9]*)$)|(^([0-9]*[1-9]+[0-9]*[.][0-9]+)$)|(^([1-9]+[0-9]*)$),0,1,1,1,0,3
"(^([1-3]{1}[0-9]{0,}(\.[0-9]{1})?|0(\.[0-9]{1})?|[4]{1}[0-9]{0,}(\.[0]{1})?|5(\.[5]{1}))$)",0,0,0,0,1,1
(^([\w]+[^\W])([^\W]\.?)([\w]+[^\W]$)),0,1,0,0,0,1
"(^(\+?\-? *[0-9]+)([,0-9 ]*)([0-9 ])*$)|(^ *$)",0,1,1,1,0,3
"(^(\d+)$)|(^(\d{1,3}[ ,\.](\d{3}[ ,\.])*\d{3}|\d{1,3})$)",0,0,0,0,1,1
"(^(\d|,)*\.?\d*[1-9]+\d*$)|(^[1-9]+(\d|,)*\.\d*$)|(^[1-9]+(\d|,)*\d*$)",0,1,1,1,1,4
(^-\d*\.?\d*[1-9]+\d*$)|(^-[1-9]+\d*\.\d*$),0,1,1,1,1,4
(^.+\|+[A-Za-z]),0,1,0,0,0,1
(^0.*[1-9]*)|(^860+)|(^8613)|(\D)|([0-9]),0,1,0,0,1,2
(^4\d{12}$)|(^4[0-8]\d{14}$)|(^(49)[^013]\d{13}$)|(^(49030)[0-1]\d{10}$)|(^(49033)[0-4]\d{10}$)|(^(49110)[^12]\d{10}$)|(^(49117)[0-3]\d{10}$)|(^(49118)[^0-2]\d{10}$)|(^(493)[^6]\d{12}$),0,1,0,0,0,1
"(^N/A$)|(^[-]?(\d+)(\.\d{0,3})?$)|(^[-]?(\d{1,3},(\d{3},)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{1,3})?)$)",0,0,0,0,1,1
(^[+]?\d*\.?\d*[1-9]+\d*$)|(^[+]?[1-9]+\d*\.\d*$),0,1,1,1,1,4
(^[0-9]*[1-9]+[0-9]*\.[0-9]*$)|(^[0-9]*\.[0-9]*[1-9]+[0-9]*$)|(^[0-9]*[1-9]+[0-9]*$),0,1,1,1,0,3
"(^[0][.]{1}[0-9]{0,}[1-9]+[0-9]{0,}$)|(^[1-9]+[0-9]{0,}[.]?[0-9]{0,}$)",0,1,1,1,0,3
(^[0]{1}$|^[-]?[1-9]{1}\d*$),0,0,0,0,1,1
(^[1-9]\d{2}\s*-\s*\d{3}\s*-\s*\d{4}$|^[2-9]\d{9}|^\x28\s*[2-9]\d{2}\s*\x29\s*\d{3}\s*-\s*\d{4}$),0,0,0,0,1,1
(^[1]$)|(^[1]+\d*\.+\d*[1-5]$),0,1,0,0,0,1
(^[A-ZÀ-Ü]{1}[a-zà-ü]+\s[a-zA-Zà-üÀ-Ü]+((([\s\.])|([a-zà-ü]+))|[a-zà-ü]+[a-zA-Zà-üÀ-Ü]+)),0,1,0,0,0,1
"(^[Bb][Ff][Pp][Oo]\s*[0-9]{1,4})|(^[Gg][Ii][Rr]\s*0[Aa][Aa]$)|([Aa][Ss][Cc][Nn]|[Bb][Bb][Nn][Dd]|[Bb][Ii][Qq][Qq]|[Ff][Ii][Qq][Qq]|[Pp][Cc][Rr][Nn]|[Ss][Ii][Qq][Qq]|[Ss][Tt][Hh][Ll]|[Tt][Dd][Cc][Uu]\s*1[Zz][Zz])|(^([Aa][BLbl]|[Bb][ABDHLNRSTabdhlnrst]?|[Cc][ABFHMORTVWabfhmortvw]|[Dd][ADEGHLNTYadeghlnty]|[Ee][CHNXchnx]?|[Ff][KYky]|[Gg][LUYluy]?|[Hh][ADGPRSUXadgprsux]|[Ii][GMPVgmpv]|[JE]|[je]|[Kk][ATWYatwy]|[Ll][ADELNSUadelnsu]?|[Mm][EKLekl]?|[Nn][EGNPRWegnprw]?|[Oo][LXlx]|[Pp][AEHLORaehlor]|[Rr][GHMghm]|[Ss][AEGK-PRSTWYaegk-prstwy]?|[Tt][ADFNQRSWadfnqrsw]|[UB]|[ub]|[Ww][A-DFGHJKMNR-Wa-dfghjkmnr-w]?|[YO]|[yo]|[ZE]|[ze])[1-9][0-9]?[ABEHMNPRVWXYabehmnprvwxy]?\s*[0-9][ABD-HJLNP-UW-Zabd-hjlnp-uw-z]{2}$)",0,0,0,0,1,1
(^[a-zA-Z0-9]+://),0,0,0,0,1,1
(^[a-zA-Z][a-zA-Z0-9_]*)|(^[_][a-zA-Z0-9_]+),0,0,0,0,1,1
(^[ÑA-Z][a-záéíóúñÑA-Z]*$)|(^[ÑA-Z][a-záéíóúñÑA-Z]*[- ]^[ÑA-Z][a-záéíóúñÑA-Z]*$),0,0,0,0,1,1
"(^\$(\d{1,3},?(\d{3},?)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{2})?)$|^\d{1,2}(\.\d{1,2})? *%$|^100%$)",0,0,0,0,1,1
"(^\(\)$|^\(((\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\),)*(\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\)){1}\)))$",0,0,0,0,1,1
(^\+?([1-8])?\d(\.\d+)?$)|(^-90$)|(^-(([1-8])?\d(\.\d+)?$)),0,0,0,0,1,1
(^\+?1[0-7]\d(\.\d+)?$)|(^\+?([1-9])?\d(\.\d+)?$)|(^-180$)|(^-1[1-7]\d(\.\d+)?$)|(^-[1-9]\d(\.\d+)?$)|(^\-\d(\.\d+)?$),0,0,0,0,1,1
(^\-?[0-9]*\.?[0-9]+$),0,1,0,0,0,1
"(^\-|\+)?([1-9]{1}[0-9]{0,2}(\,\d{3})*|[1-9]{1}\d{0,})$|^0?$",0,1,0,0,1,2
(^\d*\.?\d*[0-9]+\d*$)|(^[0-9]+\d*\.\d*$),0,1,1,1,1,4
(^\d*\.?\d*[1-9]+\d*$)|(^[1-9]+\d*\.\d*$),0,1,1,1,1,4
(^\d*\.\d{2}$),0,0,0,0,1,1
"(^\d{1,3}$)|(\d{1,3})\.?(\d{0,0}[0,5])",0,0,0,0,1,1
"(^\d{1,3}([,]\d{3})*$)|(^\d{1,16}$)",0,0,0,0,1,1
"(^\d{1,9})+(,\d{1,9})*$",1,0,0,0,1,2
(^box[.|\s]*\d+),0,0,0,0,1,1
(antifraud\.ref\.num)[0-9]*(@citibank\.com),0,0,0,0,1,1
(a|b|c).(a.b)*.b+.c,0,1,0,0,1,2
"(http(s?):\/\/|[a-zA-Z0-9\-]+\.)[a-zA-Z0-9\/~\-]+\.[a-zA-Z0-9\/~\-_,&\?\.;]+[^\.,\s<]",0,1,0,0,0,1
"(http):\\\/\\\/[\\\\w\\\\-_]+(\\\\.[\\\\w\\\\-_]+)+(\\\\.[\\\\w\\\\-_]+)(\\\/)([\\\\w\\\\-\\\\.,@?^=%&:/~\\\\+#]*[\\\\w\\\\-\\\\@?^=%&/~\\\\+#]+)(\\\/)((\\\\d{8}-)|(\\\\d{9}-)|(\\\\d{10}-)|(\\\\d{11}-))+([\\\\w\\\\-\\\\.,@?^=%&:/~\\\\+#]*[\\\\w\\\\-\\\\@?+html^])?",1,0,0,1,1,3
"(http):\\\/\\\/[\\\\w\\\\-_]+(\\\\.[\\\\w\\\\-_]+)+(\\\\.[\\\\w\\\\-_]+)(\\\/)([\\\\w\\\\-\\\\.,@?^=%&:\/~\\\\+#]*[\\\\w\\\\-\\\\@?^=%&\/~\\\\+#]+)(\\\/)((\\\\d{8}-)|(\\\\d{9}-)|(\\\\d{10}-)|(\\\\d{11}-))+([\\\\w\\\\-\\\\.,@?^=%&:\/~\\\\+#]*[\\\\w\\\\-\\\\@?+html^])?",0,1,0,0,0,1
"(http://)?(www\.)?(youtube|yimg|youtu)\.([A-Za-z]{2,4}|[A-Za-z]{2}\.[A-Za-z]{2})/(watch\?v=)?[A-Za-z0-9\-_]{6,12}(&[A-Za-z0-9\-_]{1,}=[A-Za-z0-9\-_]{1,})*",0,0,0,0,1,1
"(http://|https://)([a-zA-Z0-9]+\.[a-zA-Z0-9\-]+|[a-zA-Z0-9\-]+)\.[a-zA-Z\.]{2,6}(/[a-zA-Z0-9\.\?=/#%&\+-]+|/|)",0,0,0,0,1,1
(http:\/\/|)(www\.)?([^\.]+)\.(\w{2}|(com|net|org|edu|int|mil|gov|arpa|biz|aero|name|coop|info|pro|museum))$,0,1,0,0,0,1
"(https:[/][/]|http:[/][/]|www.)[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\/\\\\\+&%\$#\=~])*$",0,0,0,0,1,1
"(https:[\/][\/]|http:[\/][\/]|www.)[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?\/?([a-zA-Z0-9\-\._\?\,\/\\\\\+&%\$#\=~])*$",0,1,0,0,0,1
(https?:\/\/)?((?:(\w+-)*\w+)\.)+(?:com|org|net|edu|gov|biz|info|name|museum|[a-z]{2})(\/?\w?-?=?_?\??&?)+[\.]?[a-z0-9\?=&_\-%#]*,0,1,0,0,0,1
"(http|ftp|https)://[\w\-_]+(\.[\w\-_]+)+([\w\-\.,@?^=%&:/~\+#]*[\w\-\@?^=%&/~\+#])?",0,0,0,0,1,1
"(http|ftp|https)://[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,4}(/\S*)?$",0,0,0,0,1,1
"(http|ftp|https):\/\/(\w[\w\-_\.]*\.)?([_\-\w]+)(:[0-9]+)?([\/[\w_\.-]+]*)\/(\.?\w[\w._-]*[\w_-])?(#\w+)?([\w\-\.,@?^=%&:\~\+#]*[\w\-\@?^=%&\/\~\+#])?",0,1,0,0,0,1
"(http|ftp|https):\/\/[\w\-_]+(\.[\w\-_]+)+([\w\-\.,@?^=%&:\/~\+#]*[\w\-\@?^=%&\/~\+#])?",0,1,0,0,0,1
"(http|ftp|https):\/\/[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,4}(\/\S*)?$",0,1,0,0,0,1
"(http|https)\:\/\/(([\d]{1,3}\.[\d]{1,3}\.[\d]{1,3}\.[\d]{1,3})|([\w\-]+\.)+(((af|ax|al|dz|as|ad|ao|ai|aq|ag|am|aw|au|at|az|bs|bh|bd|bb|by|be|bz|bj|bm|bt|bo|ba|bw|bv|br|io|bn|bg|bf|kh|cm|ca|cv|ky|cf|td|cl|cn|cx|cc|km|cg|cd|ck|cr|ci|hr|cu|cy|cz|dk|dj|dm|do|ec|eg|sv|gq|er|ee|et|fk|fo|fj|fi|fr|gf|pf|tf|ga|gm|ge|de|gh|gi|gr|gl|gd|gp|gu|gt| gg|gn|gw|gy|ht|hm|va|hn|hk|hu|is|id|ir|iq|ie|im|il|it|jm|jp|je|jo|kz|ke|ki|kp|kr|kw|kg|la|lv|lb|ls|lr|ly|li|lt|lu|mo|mk|mg|mw|my|mv|ml|mt|mh|mq|mr|yt|mx|fm|md|mc|mn|ms|ma|mz|mm|nr|np|nl|an|nc|nz|ni|ng|nu|nf|mp|no|om|pk|pw|ps|pa|pg|py|pe|ph|pn|pl|pt|qa|re|ro|ru|rw|sh|kn|lc|pm|vc|ws|sm|st|sa|sn|cs|sc|sl|sg|sk|si|sb|so|za|gs|es|lk|sd|sr|sj|sz|se|ch|sy|tw|tj|tz|th|tl|tg|tk|to|tt|tn|tr|tm|tc|tv|ug|ua|gb|us|um|uy|uz|vu|ve|vn|vg|vi|wf|eh|ye|zm|zw|uk|com|edu|gov|int|mil|net|org|biz|info|name|pro|aero|coop|museum|arpa|co|in|ne|bi|na|pr|ae|mu|ar))))(:[\d]{1,4})?($|(\/([a-zA-Z0-9\.\?=\/#%&\+-])*)*|\/)",0,1,0,0,0,1
(mailto\:|(news|(ht|f)tp(s?))\://)(([^[:space:]]+)|([^[:space:]]+)( #([^#]+)#)?),0,0,0,0,1,1
(private|public|protected)\s\w(.)*\((.)*\)[^;],0,1,0,0,1,2
"(refs|references|re|closes|closed|close|see|fixes|fixed|fix|addresses) #(\d+)(( and |, | & | )#(\d+))*",0,0,0,0,1,1
-[0-9]*[x][0-9]*,0,0,0,0,1,1
.*(\.[Jj][Pp][Gg]|\.[Gg][Ii][Ff]|\.[Jj][Pp][Ee][Gg]|\.[Pp][Nn][Gg]),0,1,0,0,1,2
".*-[0-9]{1,10}.*",0,1,0,0,1,2
.*?,0,0,0,0,1,1
.*?$(?<!\.aspx),0,1,0,0,0,1
.*?((?:\b|\+)\d[\d \-\(\)]+\d)\b.*,0,1,1,0,0,2
.*?>                     # & move to end of tag,0,1,0,0,1,2
.*?|.*$|.*?|.*$,0,0,0,0,1,1
.*[Oo0][Ee][Mm].*,0,1,0,0,1,2
.*[Pp]en[Ii1][\$s].*,0,1,0,0,1,2
.*[Pp]re[Ss\$]cr[iI1]pt.*,0,1,0,0,1,2
.*[Vv][Ii1]agr.*,0,1,0,0,1,2
.*[\$Ss]pecia[l1]\W[Oo0]ffer.*,0,1,0,0,1,2
.*\$AVE|\$ave.*,0,1,0,0,1,2
.+\.([^.]+)$,0,1,0,0,0,1
"/((https?|ftp)\://)?([a-z0-9+!*(),;?&=\$_.-]+(\:[a-z0-9+!*(),;?&=\$_.-]+)?@)?(([a-z0-9-.]*)\.([a-z]{2,6}))|(([0-9]{1,3}\.){3}[0-9]{1,3})(\:[0-9]{2,5})?(/([a-z0-9+\$_-]\.?)+)*/?(\?[a-z+&\$_.-][a-z0-9;:@&%=+/\$_.-]*)?(#[a-z_.-][a-z0-9+\$_.-]*)?/i",0,0,0,0,1,1
/(?:(.):)?(?:(.*)\\\\)?((?:[^.]|.(?=[^.]*\.))*)(?:\.(.*))?/,0,0,1,1,0,2
"/*d(9,15)",0,0,0,0,1,1
//.*|/\*[\s\S]*?\*/,0,0,0,0,1,1
//\*[\d\D]*?\*//,0,0,0,0,1,1
/[^/]+$,0,0,0,0,1,1
/[^imsxeADSUXu]([imsxeADSUXu]*)$/,0,0,0,0,1,1
/\*.*((\r\n).+)+\*/,0,0,0,0,1,1
/\*.+?\*/,0,0,0,0,1,1
/\*[\d\D]*?\*/,0,0,0,0,1,1
/\*[^/]+/,0,0,0,0,1,1
"/^([0-9a-zA-Z]+|[a-zA-Z]:(\\\\(\w[\w ]*.*))+|\\\\(\\\\(\w[\w ]*.*))+)\.[0-9a-zA-Z]{1,3}$/",1,0,0,0,0,1
"/^([a-z0-9])(([\-.]|[_]+)?([a-z0-9]+))*(@)([a-z0-9])((([-]+)?([a-z0-9]+))?)*((.[a-z]{2,3})?(.[a-z]{2,6}))$/i",0,0,0,0,1,1
"/^([a-zA-Z0-9])(([\-.]|[_]+)?([a-zA-Z0-9]+))*(@){1}([a-z0-9]|([a-z0-9][\-]))+[.]{1}(([a-z]{2,3})|([a-z]{2,3}[.]{1}[a-z]{2,3}))$/",0,0,0,0,1,1
"/^([a-zA-Z0-9])(([\-.]|[_]+)?([a-zA-Z0-9]+))*(@){1}[a-z0-9]+[.]{1}(([a-z]{2,3})|([a-z]{2,3}[.]{1}[a-z]{2,3}))$/",0,0,0,0,1,1
/^(application|audio|example|image|message|model|multipart|text|video)/[a-zA-Z0-9]+([+.-][a-zA-z0-9]+)*$/,0,0,0,0,1,1
"/^(https?|ftp)(://)(([\w]{3,}\.[\w]+\.[\w]{2,6})|([\d]{3}\.[\d]{1,3}\.[\d]{3}\.[\d]{1,3}))(\:[0,9]+)*(/?$|((/[\w\W]+)+\.[\w]{3,4})?$)/",0,0,0,0,1,1
"/^[-+]?((\d*|((\d{1,3})?,(\d{3},)*(\d{3})))?)(\.\d*)?([eE][-+]\d+)?$/",0,0,0,0,1,1
"/^[-+]?[1-9](\d*|((\d{1,2})?,(\d{3},)*(\d{3})))?([eE][-+]\d+)?$/",0,0,0,0,1,1
"/^[-a-z0-9~!$%^&*_=+}{\?]+(\.[-a-z0-9~!$%^&*_=+}{\?]+)*@([a-z0-9_][-a-z0-9_]*(\.[-a-z0-9_]+)*\.(aero|arpa|biz|com|coop|edu|gov|info|int|mil|museum|name|net|org|pro|travel|mobi|[a-z][a-z])|([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}))(:[0-9]{1,5})?$/i",0,0,0,0,1,1
/^[0-9]+\.d{3}? *$/,0,0,0,0,1,1
/^[0-9a-fA-F]+$/,0,0,0,0,1,1
/^[a-zA-Z0-9]+$/,0,0,0,0,1,1
/^[a-zA-Z\s]+$/,0,0,0,0,1,1
/^[a-zA-Záéíóú]+$/,0,0,0,0,1,1
"/class\s+([a-z0-9_]+)(?:\s+extends\s+[a-z0-9_]+)?(?:\s+implements\s+(?:[a-z0-9_]+\s*,*\s*)+)?\s*\{/Usi",1,0,1,1,0,3
"0*?\.\d{1,2}",0,1,0,0,1,2
1?[ \.\-\+]?[(]?([0-9]{3})?[)]?[ \.\-\+]?[0-9]{3}[ \.\-\+]?[0-9]{4},0,1,0,0,0,1
<!*[^<>]*>,0,1,0,0,0,1
<!--((?!-->).)*-->,0,1,0,0,0,1
<!--.*?-->,0,1,0,0,1,2
<!--[\\\\.|\\\\W|\\\\w]*?-->,0,0,0,0,1,1
<!--[\d\D]*?-->,0,1,0,0,1,2
<!--[\s\S]*?-->,0,1,0,0,1,2
<!--[\s\S]*?--[ \t\n\r]*>,0,1,0,0,1,2
<!--[\w\W]*?-->,0,1,0,0,1,2
<!\[CDATA\[([^\]]*)\]\]>,0,1,0,0,1,2
<(.*?)>,0,1,0,0,1,2
<(.|\n)*?>,0,0,0,0,1,1
<(/)?(a|abbr|acronym|address|applet|area|b|base|basefont|bdo|big|blockquote|body|br|button|caption|center|cite|code|col|colgroup|dd|del|dir|div|dfn|dl|dt|em|fieldset|font|form|frame|frameset|h[1-6]|head|hr|html|i|iframe|img|input|ins|isindex|kbd|label|legend|li|link|map|menu|meta|noframes|noscript|object|ol|optgroup|option|p|param|pre|q|s|samp|script|select|small|span|strike|strong|style|sub|sup|table|tbody|td|textarea|tfoot|th|thead|title|tr|tt|u|ul|var|xmp){1}(\s(\[^\]*\*|[^>])*)*>,1,0,1,1,0,3
"<(/{0,1})img(.*?)(/{0,1})\>",0,0,0,0,1,1
<(?![!\/]?[ABIU][>\s])[^>]*>,0,1,0,0,0,1
<([^<>\s]*)(\s[^<>]*)?>,0,0,0,0,1,1
<([^\s>]*)(\s[^<]*)>,0,1,0,0,1,2
"<(\/{0,1})img(.*?)(\/{0,1})\>",0,1,0,0,0,1
<(\w+)(\s(\w*=.*?)?)*((/>)|((/*?)>.*?</\1>)),0,0,0,1,0,1
<(\w+)(\s(\w*=.*?)?)*((\/>)|((\/*?)>.*?<\/\1>)),0,1,0,0,0,1
<(script|style)[^>]*?>(?:.|\n)*?<\/\s*\1\s*>,0,1,0,0,0,1
<(tag1|tag2)[^>]*\/?>.*<\/(?:\1)>,0,1,0,0,0,1
</?(\w+)(\s+\w+=(\w+|[^]*|[^]*))*>,1,0,0,0,0,1
</?(tag1|tag2)[^>]*/?>,0,0,0,0,1,1
"<[\w\\ \#\* \=\,\.\\\\\(\)/\-\$\{\}\[\]\|\*\?\+\^\&\:\%\;\!]+>",0,0,0,0,1,1
<[^/bp][^><]*>|<p[a-z][^><]*>|<b[^r][^><]*>|<br[a-z][^><]*>|</[^bp]+>|</p[a-z]+>|</b[^r]+>|</br[a-z]+>,0,0,0,0,1,1
<[^>\s]*\bauthor\b[^>]*>,0,1,0,0,0,1
<[^>]*>,0,1,0,0,1,2
<[^>]*\n?.*=(|)?(.*\.jpg)(|)?.*\n?[^<]*>,0,1,1,1,1,4
<[^>]*name[\s]*=[\s]*?[^\w_]*?[^>]*>,0,1,0,1,0,2
<[^>]+>,0,1,0,0,1,2
<[^\/bp][^><]*>|<p[a-z][^><]*>|<b[^r][^><]*>|<br[a-z][^><]*>|<\/[^bp]+>|<\/p[a-z]+>|<\/b[^r]+>|<\/br[a-z]+>,0,1,0,0,0,1
<[a-zA-Z]+(\s+[a-zA-Z]+\s*=\s*(([^]*)|([^]*)))*\s*/>,1,0,0,0,0,1
"<[aA][ ]{0,}([a-zA-Z0-9_,.:;!?@$&()%=/ ]|[-]|[	\f]){0,}>((<(([a-zA-Z0-9_,.:;!?@$&()%=/ ]|[-]|[	\f]){0,})>([a-zA-Z0-9_,.:;!?@$&()%=/ ]|[-]|[	\f]){0,})|(([a-zA-Z0-9_,.:;!?@$&()%=/ ]|[-]|[	\f]){0,})){0,}",0,0,0,0,1,1
<[iI][fF][rR][aA][mM][eE]([^>]*[^/>]*[/>]*[>]),0,0,1,0,0,1
<[iI][fF][rR][aA][mM][eE]([^>]*[^\/>]*[\/>]*[>]),0,1,0,0,0,1
<[iI][mM][gG]([^>]*[^/>]),0,0,0,0,1,1
<[iI][mM][gG]([^>]*[^/>]*[/>]*[>]),0,0,1,0,0,1
<[iI][mM][gG]([^>]*[^\/>]*[\/>]*[>]),0,1,0,0,0,1
<\/*?(?![^>]*?\b(?:a|img)\b)[^>]*?>,0,1,0,0,0,1
<\/?(tag1|tag2)[^>]*\/?>,0,1,0,0,0,1
<\/?[a-z][a-z0-9]*[^<>]*>,0,1,0,0,0,1
"<\/{0,1}(?!\/|b>|i>|p>|a\s|a>|br|em>|ol|li|strong>)[^>]*>",0,1,0,0,0,1
<\?xml.*</note>,0,0,0,0,1,1
<\?xml.*<\/note>,0,1,0,0,0,1
<\s*?[^>]+\s*?>,0,1,1,1,0,3
<\s*a\s[^>]*\bhref\s*=\s*,0,1,0,0,0,1
<a [a-zA-Z0-9 =.:;?]*href=*[a-zA-Z0-9 =.:;>?]*[^>]*>([a-zA-Z0-9 =.:;>?]*[^<]*<)\s*/a\s*>,0,0,1,1,1,3
<a [a-zA-Z0-9 =.:;?]*href=*[a-zA-Z0-9 =.:;>?]*[^>]*>([a-zA-Z0-9 =.:;>?]*[^<]*<)\s*\/a\s*>,0,1,0,0,0,1
<a((?:(?! title=)[^>]*[^>]*)+)>([^<]+)</a>,0,0,1,1,0,2
<a((?:(?! title=)[^>]*[^>]*)+)>([^<]+)<\/a>,0,1,0,0,0,1
<a[\s]+[^>]*?.*?>([^<]+|.*?)?</a>,0,0,1,1,1,3
<a[\s]+[^>]*?.*?>([^<]+|.*?)?<\/a>,0,1,0,0,0,1
<a[\s]+[^>]*?href[\s]?=[\s\\]*(.*?)[\\]*.*?>([^<]+|.*?)?</a>,0,0,0,1,1,2
<a[\s]+[^>]*?href[\s]?=[\s\\]*(.*?)[\\]*.*?>([^<]+|.*?)?<\/a>,0,1,0,0,0,1
<a[\s]+[^>]*?href[\s]?=[\s\\]+(.*?)[\\]+.*?>([^<]+|.*?)?</a>,0,0,1,1,1,3
<a[\s]+[^>]*?href[\s]?=[\s\\]+(.*?)[\\]+.*?>([^<]+|.*?)?<\/a>,0,1,0,0,0,1
<a[a-zA-Z0-9 =.:;?]*(href=[\\](http://|\./|/)?\w+(\.\w+)*(/\w+(\.\w+)?)*(/|\?\w*=\w*(&\w*=\w*)*)?[\\])*(>[a-zA-Z0-9 =<>.:;?]*</a>),0,0,0,0,1,1
<a[a-zA-Z0-9 =.:;?]*(name=){1}[a-zA-Z0-9 =.:;?]*\s*((\/>)|(>[a-zA-Z0-9 =<>.:;?]*<\/a>)),0,1,0,0,0,1
<a[a-zA-Z0-9 =.?_/]*(href\s*=\s*){1}[a-zA-Z0-9 =.?_/]*\s*((/>)|(>[a-zA-Z0-9 =<>.?_/]*</a>)),0,0,1,1,0,2
<a[a-zA-Z0-9 =.?_\/]*(href\s*=\s*){1}[a-zA-Z0-9 =.?_\/]*\s*((\/>)|(>[a-zA-Z0-9 =<>.?_\/]*<\/a>)),0,1,0,0,0,1
<a\s*href=(.*?)[\s|>],0,1,0,0,1,2
<asp:requiredfieldvalidator(\s*\w+\s*=\s*\?\s*\w+\s*\?\s*)+\s*>\s*</asp:requiredfieldvalidator>,0,0,0,1,0,1
<blockquote>(?:\s*([^<]+)<br>\s*)+</blockquote>,1,0,1,1,0,3
<blockquote>(?:\s*([^<]+)<br>\s*)+<\/blockquote>,0,1,0,0,0,1
<body[\d\sa-z\W\S\s]*>,0,1,0,0,1,2
"<font[a-zA-Z0-9_\^\$\.\|\{\[\}\]\(\)\*\+\?\\\\~`!@#%&-=;:,/\n\s]*>",0,0,0,0,1,1
"<font[a-zA-Z0-9_\^\$\.\|\{\[\}\]\(\)\*\+\?\\\\~`!@#%&-=;:,\/\n\s]*>",0,1,0,0,0,1
<h([1-6])>([^<]*)</h([1-6])>,0,0,0,0,1,1
<img([^>]*[^/])>,0,0,0,0,1,1
<img([^>]*[^\/])>,0,1,0,0,0,1
<img[\s]+[^>]*?((alt*?[\s]?=[\s\\]+(.*?)[\\]+.*?)|(src*?[\s]?=[\s\\]+(.*?)[\\]+.*?))((src*?[\s]?=[\s\\]+(.*?)[\\]+.*?>)|(alt*?[\s]?=[\s\\]+(.*?)[\\]+.*?>)|>),0,0,1,1,1,3
<img[^>]* src=\([^\]*)\[^>]*>,0,1,0,0,1,2
<input[^>]*?type[\/s]*=[\/s]*([|]?)text\1[^>]*?value[\/s]*=[\/s]*([|])(.*?)\2[^>]*?>,0,1,0,0,0,1
<meta[\s]+[^>]*?name[\s]?=[\s\\]+(.*?)[\s\\]+content[\s]?=[\s\\]+(.*?)[\\]+.*?>,0,1,1,1,1,4
<script[\\\\.|\\\\W|\\\\w]*?</script>,0,0,0,0,1,1
<script[\s\S]*?</script([\s\S]*?)>,0,0,0,0,1,1
<script[\s\S]*?<\/script([\s\S]*?)>,0,1,0,0,0,1
<script[^>]*>[\w|\t|\r|\W]*</script>,0,0,0,0,1,1
<script[^>]*>[\w|\t|\r|\W]*<\/script>,0,1,0,0,0,1
<select(.|\n)*?selected(.|\n)*?>(.*?)</option>(.|\n)*?</select>,0,0,0,0,1,1
<table>(<tr>((<td>([A-Za-z0-9])*</td>)+)</tr>)*</table>,0,0,0,0,1,1
<textarea(.|\n)*?>((.|\n)*?)<\/textarea>,0,1,0,0,0,1
<title>(.*?)</title>,0,0,0,0,1,1
<title>(.*?)<\/title>,0,1,0,0,0,1
<title>+(.*?)<\/title>,0,1,0,0,0,1
@([_a-zA-Z]+),0,0,0,0,1,1
@{2}((\S)+)@{2},0,0,0,0,1,1
"ISBN(?:-13)?:?\x20*(?=.{17}$)97(?:8|9)([ -])\d{1,5}\1\d{1,7}\1\d{1,6}\1\d$",0,1,0,0,0,1
Last.*?(\d+.?\d*),0,1,0,0,0,1
Password=(\{.+\}[0-9a-zA-Z]+[=]*|[0-9a-zA-Z]+),0,1,0,0,1,2
[ \t]*?(?=\r?\n),0,1,0,0,0,1
[ \t]+$,0,1,0,0,1,2
[()+-.0-9]*,0,0,0,0,1,1
[+-](^0.*),0,0,0,0,1,1
"[+-]*[0-9]+[,]*[0-9]*|[+-]*[0-9]*[,]+[0-9]*",0,1,0,0,1,2
"[+-]?(0|[1-9]([0-9]{0,2})(,[0-9]{3})*)(\.[0-9]+)?",0,0,0,0,1,1
[+-]?\d(\.\d+)?[Ee][+-]?\d+,0,0,0,0,1,1
[0-9]*\.?[0-9]*[1-9],0,1,1,1,0,3
